"","V2","FINAL_URL","Error_check","PRICE","Surface","Rooms","Bedrooms","FLOOR","BUILDTING_YEAR","LOCATION","ELECTRICITY_HEATING","GAS_HEATING"
"734","fd-39560480","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560480.html","clean","642","60  ","3","2"," 2","2012","31200","33","7"
"735","fd-39390555","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390555.html","clean","554","49  ","3","2"," 2","2010","31200","60","5"
"736","fd-39640759","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39640759.html","clean","565","45  ","2","1",NA,"2004","31200",NA,NA
"737","fd-39538055","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39538055.html","clean","629","61  ","3","2"," 3","2015","31200","48","12"
"738","fd-38025670","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38025670.html","clean","560","43  ","2","1"," 2","2012","31200","33","7"
"739","fd-39180942","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39180942.html","clean","532","44  ","2","1",NA,"2015","31200","71","11"
"740","fd-39588159","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39588159.html","clean","571","56  ","3","2"," 2","2009","31200","45","4"
"741","fd-39640757","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39640757.html","clean","522","39  ","2","1"," 1","2019","31200","78","35"
"742","fd-39513606","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513606.html","clean","528","39  ","2","1"," 1","2009","31200","53","4"
"743","fd-39560479","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560479.html","clean","522","46  ","2","1"," 1","2015","31200","33","8"
"744","fd-38844271","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38844271.html","clean","626","54  ","3","2"," 4","2015","31200","72","04"
"745","fd-39390553","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390553.html","clean","539","37  ","2","1",NA,"1998","31200","94","14"
"746","fd-39134913","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39134913.html","clean","574","47  ","2","1"," 1","2000","31200","11","15"
"747","fd-39328794","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39328794.html","clean","650","65  ","3","2"," 1","2016","31200","09","19"
"748","fd-38556128","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38556128.html","clean","525","39  ","2","1",NA,NA,"31200","04","11"
"749","fd-38761668","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38761668.html","clean","510","30  ","2","1"," 2","2000","31200","27","9"
"750","fd-38871856","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38871856.html","clean","682","58  ","3","2"," 1","2014","31200","83","9"
"751","fd-39489661","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39489661.html","clean","680","54  ","2","1",NA,"1900","31200","45","4"
"752","fd-39169559","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39169559.html","clean","890","86  ","4","3",NA,"1920","31200","51","81"
"753","fd-39587566","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39587566.html","clean","503","28  ","2","1",NA,"1989","31400",NA,NA
"754","fd-39489662","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39489662.html","clean","659","61  ","3","2"," 1","2012","31200","82","19"
"755","fd-39560481","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39560481.html","clean","656","62  ","3","2"," 1","1900","31200","91","9"
"756","fd-38125232","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38125232.html","clean","598","43  ","2","1"," 3","2009","31200","92","9"
"757","fd-38871858","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38871858.html","clean","892","88  ","4","3"," 2",NA,"31200","28","4"
"758","fd-39513607","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513607.html","clean","609","49  ","3","2"," 2","2011","31200","08","8"
"759","fd-39538054","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39538054.html","clean","681","60  ","3","2",NA,NA,"31200","39","7"
"760","fd-39513609","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513609.html","clean","837","65  ","3","2"," 3","2010","31200","14","54"
"761","fd-37630839","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37630839.html","clean","757","61  ","3","2",NA,"2012","31200","96","25"
"762","fd-37686597","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37686597.html","clean","600","44  ","2","1",NA,"2011","31200",NA,"5"
"763","fd-38581354","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38581354.html","clean","618","55  ","3","2"," 2","2011","31200","42","10"
"764","fd-39020321","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39020321.html","clean","550","45  ","2","1",NA,NA,"31100","76","11"
"765","fd-39513605","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39513605.html","clean","775","72  ","4","3"," 2","1998","31200","63","8"
"766","fd-39535752","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39535752.html","clean","726","50  ","3","2"," 1",NA,"31500","99","15"
"767","fd-39559010","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39559010.html","clean","535","38  ","2","1"," 1",NA,"31200","29","77"
"768","fd-38049219","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38049219.html","clean","999","88  ","4","3"," 5",NA,"31200","50","10"
"769","fd-39585280","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39585280.html","clean","729","57  ","2","1"," 1",NA,"31300","95","92"
"770","fd-39210966","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39210966.html","clean","560","37  ","2","1"," 1","1992","31200","29","10"
"771","fd-38897411","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38897411.html","clean","695","58  ","3","2",NA,NA,"31200","44","49"
"772","fd-37103526","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37103526.html","clean","729","63  ","3","3"," 4","2014","31200","16","97"
"773","fd-37801733","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37801733.html","clean","680","59  ","3","2"," 2","2014","31200","62","14"
"774","fd-39559007","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39559007.html","clean","724","54  ","3","2",NA,NA,"31500","70","7"
"775","fd-39390557","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390557.html","clean","558","48  ","2","1",NA,"2019","31200","21","27"
"776","fd-39306170","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39306170.html","clean","927","95  ","4","3"," 3","2015","31200","36","8"
"777","fd-37303015","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37303015.html","clean","690","56  ","3",NA," 2",NA,"31300","51","12"
"778","fd-38820194","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38820194.html","clean","502","40  ","2",NA," 1",NA,"31200","19","8"
"779","fd-38495212","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38495212.html","clean","587","40  ","2",NA," 1",NA,"31100","93","8"
"780","fd-39046112","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39046112.html","clean","816","64  ","3","2"," 5","2013","31300","43","10"
"783","fd-37634577","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37634577.html","clean","715","59  ","3","2"," 1","2020","31200","86","14"
"784","fd-37634557","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37634557.html","clean","715","59  ","3","2"," 3","2020","31200","55","29"
"785","fd-37634569","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37634569.html","clean","685","58  ","3","2"," 4","2020","31500","14","67"
"786","fd-39308948","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39308948.html","clean","615","46  ","2","1"," 3","2020","31300","50","5"
"787","fd-39446767","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446767.html","clean","550","42  ","2","1",NA,"2020","31300",NA,NA
"788","fd-39446775","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446775.html","clean","575","44  ","2","1"," 3","2020","31300",NA,NA
"789","fd-39446764","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446764.html","clean","610","45  ","2","2"," 3","2020","31300",NA,NA
"790","fd-39446771","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446771.html","clean","710","60  ","3","2"," 2","2020","31300",NA,NA
"791","fd-39446776","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446776.html","clean","570","45  ","2","1"," 3","2020","31300",NA,NA
"792","fd-39446760","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446760.html","clean","685","60  ","3","2",NA,"2020","31300",NA,NA
"793","fd-39446772","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446772.html","clean","580","42  ","2","1"," 1","2020","31300",NA,NA
"794","fd-39446773","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446773.html","clean","670","60  ","3","2"," 1","2020","31300",NA,NA
"795","fd-39446780","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39446780.html","clean","670","60  ","3","2"," 1","2020","31300",NA,NA
"796","fd-39518592","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39518592.html","clean","580","40  ","2","1"," 4","2020","31200",NA,NA
"797","fd-38776395","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38776395.html","clean","620","45  ","2","1"," 2","2016","31300","58","1"
"798","fd-38679208","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38679208.html","clean","774","69  ","3","2"," 1","2007","31400",NA,NA
"799","fd-39225088","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39225088.html","clean","750","67  ","3","2"," 1","2010","31200","23","5"
"800","fd-39721974","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721974.html","clean","518","35  ","2","1"," 1","1901","31300","84","6"
"801","fd-37368971","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37368971.html","clean","775","59  ","3","2"," 1","2007","31400",NA,NA
"802","fd-39721964","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721964.html","clean","524","40  ","2","1"," 3","1901","31200","65","09"
"803","fd-39721973","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721973.html","clean","725","69  ","3","2"," 1","1901","31200","28","24"
"804","fd-39723881","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39723881.html","clean","550","45  ","2","1",NA,NA,"31100","50","5"
"805","fd-38038822","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38038822.html","clean","690","58  ","3","2",NA,NA,"31100","50","5"
"806","fd-39132160","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39132160.html","clean","534","44  ","2","1",NA,NA,"31200","59","13"
"807","fd-38208655","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38208655.html","clean","540","41  ","2","1",NA,NA,"31200","43","10"
"808","fd-39721305","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721305.html","clean","748","64  ","3","2"," 3",NA,"31400","61","14"
"809","fd-39721293","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721293.html","clean","539","42  ","2","1"," 3","2019","31300","10","25"
"810","fd-39719455","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39719455.html","clean","570","45  ","2","1"," 1","1975","31300","56","60"
"811","fd-38756112","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38756112.html","clean","552","43  ","2","1",NA,"1901","31200","58","13"
"812","fd-39581043","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39581043.html","clean","572","38  ","2","1"," 1","2005","31200","00","7"
"813","fd-39721374","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721374.html","clean","529","39  ","2","1",NA,NA,"31400",NA,NA
"814","fd-39721302","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721302.html","clean","533","20  ",NA,NA," 3",NA,"31000","05","8"
"815","fd-37864223","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37864223.html","clean","689","53  ","2",NA," 1",NA,"31000","42","33"
"816","fd-39721297","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721297.html","clean","553","45  ","2",NA," 2",NA,"31200",NA,NA
"817","fd-39721373","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721373.html","clean","531","43  ","2","1"," 2","2010","31300","48","6"
"818","fd-39721300","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721300.html","clean","691","71  ","3",NA," 3",NA,"31200","21","5"
"819","fd-39720546","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39720546.html","clean","560","48  ","2","1",NA,NA,"31100",NA,NA
"824","fd-39097343","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39097343.html","clean","660","61  ","3","2"," 2",NA,"31200",NA,NA
"825","fd-38917471","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38917471.html","clean","698","63  ","3","2"," 1",NA,"31100","54","12"
"826","fd-39552384","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39552384.html","clean","590","43  ","2","1"," 1","2019","31400","66","12"
"827","fd-39721292","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721292.html","clean","612","51  ","2",NA," 7",NA,"31000","67","39"
"828","fd-39721298","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721298.html","clean","716","56  ","3","2"," 4",NA,"31200","38","4"
"829","fd-39721299","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721299.html","clean","752","66  ","3","2"," 6",NA,"31000","69","7"
"830","fd-39721294","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721294.html","clean","963","81  ","4","3"," 1",NA,"31400","37","9"
"831","fd-39719343","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39719343.html","clean","652","56  ","3","2"," 1",NA,"31400",NA,NA
"832","fd-39721296","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721296.html","clean","955","95  ","3","2"," 1","1880","31000",NA,NA
"833","fd-39716979","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39716979.html","clean","711","62  ","3","2"," 5","1980","31500","77","8"
"834","fd-39718692","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39718692.html","clean","547","44  ","2","1"," 1",NA,"31500","09","8"
"835","fd-39718689","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39718689.html","clean","584","40  ","2","1"," 8",NA,"31300","54","5"
